// namespace PLAYER
0x43A66C31C68491C0 -> 0x91B73D905EA38F6B
0x50FAC3A3E030A6E1 -> 0x1BEE8CF6694152F3
0x00A1CADD00108836 -> 0x8A348AE8E7B8B8F6
0x048189FAC643DEEE -> 0x0BF00EE0AD66EF38
0xE902EF951DCE178F -> 0xB39C2DF927F56300
0x407C7F91DDB46C16 -> 0x7C48F40870C51605
0x37039302F4E0A008 -> 0x2CC717AC6CF51F8F
0x0299FA38396A4940 -> 0xA92AE959A9196BDC
0x6D0DE6A7B5DA71F8 -> 0x472BC6C9F4FFBA2B
0x085DEB493BE80812 -> 0x6BA7C95948023E21
0x0C92BA89F1AF26F8 -> 0xF2A8609B446FFC0C
0x520E541A97A13354 -> 0x80E754650C3E4863
0xFDD179EAF45B556C -> 0x04468D705BA193E3
0x39FF19C64EF7DA5B -> 0x1B1CE102A7E7999E
0x340E61DE7F471565 -> 0xFBDF63459A604D13
0xE0A7D1E497FFCD6F -> 0x6FF6F40CA433340F
0xAFAF86043E5874E9 -> 0x59B830D9A1D886A9
0x0A6EB355EE14A2DB -> 0x97393C1FE8F0D51F
0xDB172424876553F4 -> 0x33E519C1449D7A54
0x238DB2A2C23EE9EF -> 0x51AFBB2BC4E2AAFD
0xB302540597885499 -> 0x297E769770D04E42
0x424D4687FA1E5652 -> 0x9A3F18713F55FCC4
0xFA1E2BF8B10598F9 -> 0x3F029B262D36DD77
0x8D32347D6D4C40A2 -> 0x8FE59DE2329CBE64
0xE28E54788CE8F12D -> 0x44B59DB1458EE8E0
0xAA5F02DB48D704B9 -> 0x8C1CE4F676968E94
0x43286D561B72B8BF -> 0xEF0FC4ADE4F52CC4
0x32C62AA929C2DA6A -> 0x30584A18ECB7ED72
0x5E9564D8246B909A -> 0x2E6D4A0CE8AD9494
0x8EEDA153AD141BA4 -> 0x4A4D78D8B7EB34C7
0x056E0FE8534C2949 -> 0x7CBBF6C9E2EED3EA
0x471D2FF42A94B4F2 -> 0x175B431FD44549F5
0xDE45D1A1EF45EE61 -> 0xE360472EAEFBF0A0
0xC3376F42B1FACCC6 -> 0x5EBAB4B3B3153030
0x596976B02B6B5700 -> 0xEA147A20E77DCE94
0x020E5F00CDA207BA -> 0x63EB72E192731928
0x9B0BB33B04405E7A -> 0xCCB4EC76BC988F09
0xB9D0DD990DC141DD -> 0xBE426BCBF9244EC3
0xBF9BD71691857E48 -> 0x9F8FD6071D5A40B6
0xE9B09589827545E7 -> 0xABF055A25700D6F5
0x9A987297ED8BD838 -> 0xB67630FD0CAA583D
0xBC9490CA15AEA8FB -> 0x1A18C20425B2A973
0x4669B3ED80F24B4E -> 0x92DFD59D631E4C0B
0xAD73CE5A09E42D12 -> 0xF9BE442E833C282F
0x36F1B38855F2A8DF -> 0x6CB59CE5FE159A85
0xDC64D2C53493ED12 -> 0x6028EA1BF6115AEE
0xB45EFF719D8427A6 -> 0xBD28DCA910A4C323
0x0032A6DBA562C518 -> 0xE59F0F1A9C731E24
0xDE7465A27D403C06 -> 0x380205D43AE9485A
0x908CBECC2CAA3690 -> 0x69CFD69005B7F5D7
0x7912F7FC4F6264B6 -> 0x386C3192F791D414
0x13EDE1A5DBF797C9 -> 0xEFC54128A3B75702
0x2E397FD2ECD37C87 -> 0x3EB3CC572EB40155
0x3C06B5C839B38F7B -> 0xBC273BCD46110BE6
0x2975C866E6713290 -> 0xAA0DBF98A1199035
0x29961D490E5814FD -> 0x85920386C52E3641
0x6E8834B52EC20C77 -> 0x91F0593A3B8D1A3F
0xD5E460AD7020A246 -> 0x01C8046CC60A6C7A
0xD465A8599DFF6814 -> 0xDE8003C714A8F993
0x462E0DB9B137DC5F -> 0xF3F3D9078A6EAC3E
0x78CFE51896B6B8A4 -> 0x21E4A126B001732E
0xA01B8075D8B92DF4 -> 0x662D26A7E41AD3F1
0xA6F312FCCE9C1DFE -> 0xE9A32ED07BE142E0
0xA352C1B864CAFD33 -> 0x726C5333DE708569
0x3F9F16F8E65A7ED7 -> 0x9E58DAA7718BCECF
0x1885BC9B108B4C99 -> 0x3EB4B9671F0168A5
0xA1FCF8E6AF40B731 -> 0xDDE7A7AA86B76A3D
0x0D127585F77030AF -> 0xF6138D85451616EC
0x92659B4CE1863CB3 -> 0xBDB9D94F5A2B314C
0x49C32D60007AFA47 -> 0x4844BC1882594FDB
0x7C814D2FB49F40C0 -> 0xA3A9A0B4BE7CA799
0x8A876A65283DD7D7 -> 0xC970788FCA6269B6
0x95E8F73DC65EFB9C -> 0x39CB1B5DEC5DD307
0x388A47C51ABDAC8E -> 0xA01404E50546EA1D
0x2D03E13C460760D6 -> 0x731806F86F39C269
0xB6997A7EB3F5C8C0 -> 0xA0B1717D806F4901
0xA5EDC40EF369B48D -> 0xBFAE5F9DEC53DAE2
0x41BD2A6B006AF756 -> 0x0F810277E61B87AE
0x9EC6603812C24710 -> 0x2A0D2AD241778491
0x5D35ECF3A81A0EE0 -> 0xD93A9316BD22735F
0xE36A25322DC35F42 -> 0xE9B257BECDDE0AC0
0xD559D2BE9E37853B -> 0x18862BBFC3D2ED50
0xDB89591E290D9182 -> 0x58611A5F6463C46E
0xDCCFD3F106C36AB4 -> 0xC6A8D789051EFC78
0x4F8644AF03D0E0D6 -> 0x3F80C6638E3A1A90
0xD80958FC74E988A6 -> 0xE7869D5D7816A9B6
0xEE68096F9F37341E -> 0xA1468451F71B8A98
0xC968670BFACE42D9 -> 0x89522B8E487D4EF9
0xBC8983F38F78ED51 -> 0x6581912D0AD8605D
0x4C68DDDDF0097317 -> 0xA8309A8B781C7A81
0xF745B37630DF176B -> 0x52AB871AC42D820F
0x9A41CF4674A12272 -> 0x185181C1F960F2BD
0x8026FF78F208978A -> 0x731AC362636D72E7
0x1DE37BBF9E9CC14A -> 0x7A02BC1E36D10AB4
0xBEC7076D64130195 -> 0x870B558D3473ADCD
0xC2AFFFDABBDC2C5C -> 0x613BED2AD524D24F
0x1C186837D0619335 -> 0x674FE6A5C8163DA5
0x867365E111A3B6EB -> 0x1F0D90C2E3B3876D
0xF25D331DC2627BBC -> 0xB1FD8B418C765100
0x74556E1420867ECA -> 0xB157088133C6E822
0x94DD7888C10A979E -> 0x67A85C2A5C4D699B
0x5D511E3867C87139 -> 0x4AEDE2EEB4111EC8
0x239528EACDC3E7DE -> 0xD30CBD7E69615F8C
0xB721981B2B939E07 -> 0xA1349C199F4DC92E
0xCAC57395B151135F -> 0xB1159FE122E7C5B3
0xF3AC26D3CC576528 -> 0x0A647A4BB481DF6D
0x3C49C870E66F0A28 -> 0x4994D99A6334BA84
0x5C8B2F450EE4328E -> 0xE8F79740CCF48A55
0xB1906895227793F3 -> 0x9E4CE2B1635D9539
0x5702B917B99DB1CD -> 0xC291032D0BB7D04B
0xB9CF1F793A9F1BF1 -> 0xE40F0F4864A9B72B
0xF0B67A4DE6AB5F98 -> 0xE03E82B34235FC17
0x20CE80B0C2BF4ACC -> 0xDB3D41842CEA074F
0x4AACB96203D11A31 -> 0xC14A411C28092BC1
0xE4B90F367BD81752 -> 0xF2F7AD3E628B2DB3
0xCA7DC8329F0A1E9E -> 0x357AD83D909BF584
0xA91C6F0FF7D16A13 -> 0xDA9BBC0FDA1F8EA8
0x6DB47AA77FD94E09 -> 0x693B2BFE2CFE9453
0x5063F92F07C2A316 -> 0x32D1C5E1B825067C
0xC7034807558DDFCA -> 0x17EB08037247528D
0xAEBF081FFC0A0E5E -> 0xE94EC2D247E37E66
0x8621390F0CDCFE1F -> 0xA2AFEC21976949E8
0x0FEE4F80AC44A726 -> 0x72D4BF9EDE7C7C9F
0x75E7D505F2B15902 -> 0x19C05FFDD5308108
0x7651BC64AE59E128 -> 0x1C3002B9EF8B4AAC
0x5E6CC07646BBEAB8 -> 0x5D1F106D1E87FF1D
0xB885852C39CC265D -> 0x411E02EDF15A55D4
0x2E8AABFA40A84F8C -> 0x06BE0F886195E5BD
0x77DFCCF5948B8C71 -> 0x63C3A3EF1D98B34C
0xD6A953C6D1492057 -> 0x7BB1D0BBB1E5E5A7
0x9CB5CE07A3968D5A -> 0xB14E3E3C57569BDB
0x375F0E738F861A94 -> 0x70F2581EF8299A4B
0xC9A763D8FE87436A -> 0xCC01DB5BB34A420E
0x2E7B9B683481687D -> 0x6B300F491238CE88
0xF113E3AA9BC54613 -> 0x947E97AA04D18CFA
0xF733F45FA4497D93 -> 0xEAE34E731922587E
0xED481732DFF7E997 -> 0x99BDFF16B446F6D7
0xB7B0870EB531D08D -> 0x200F582D102735DD
0xA0696A65F009EE18 -> 0x2E1593376CEFB157
0x3DACA8DDC6FD4980 -> 0x65AA4343427683FD
0x1D506DBBBC51E64B -> 0xFA91FFEB7B97CE3F
0x6A09D0D590A47D13 -> 0x45AA485471DFBDF4
0xF145F3BE2EFA9A3B -> 0xCF26FE3037C153B7
0xC6017F6A6CDFA694 -> 0x9743CF02E0BECB8C
0x3E5F7FC85D854E15 -> 0x3CD36EADD6272F29
0x05A1FE504B7F2587 -> 0xA8482390B8A793B3
0x181EC197DAEFE121 -> 0x5AB6EB11BC2C997D
0xB1D200FE26AEF3CB -> 0x528F86AA358852E8
0xA49C426ED0CA4AB7 -> 0x773453B6E86FDCF0
0xFFEE8FA29AB9A18E -> 0x019571065F22E6EC
0x5FC472C501CCADB3 -> 0x632B5746A575B65A
0xF10B44FD479D69F3 -> 0xA35D9B8BC99EFE0B
0xDD2620B7B9D16FF1 -> 0x967C40EC181E9BF5
0xAD15F075A4DA0FDE -> 0xB29811DDF1FC30D3
0xE23D5873C2394C61 -> 0xDEFD8ACC9486D13D
0xC449EDED9D73009C -> 0x7E6E6A28A554021B
0x02B15662D7F8886F -> 0xE1CF0FCC3409EBB7
0x2F395D61F3A1F877 -> 0xA013DCB16B5C917F
0x5DB660B38DD98A31 -> 0x68EF3FA5D9BD7FBE
0xCE07B9F7817AADA3 -> 0x4E8C0CECF593F87E
0x2D83BC011CA14A3C -> 0x54A6C51374C8049B
0x4A3DC7ECCC321032 -> 0x6E3C4BAAD2EF37EA
0xAE540335B4ABC4E2 -> 0x704EAA059B15E6E2
0xA50E117CDDF82F0C -> 0x427B0D73231556B7
0x4C60E6EFDAFF2462 -> 0xC3934CF0279767BB
0xA3D0E54541D9A5E5 -> 0xC201AED4194858A6
0x75D3F7A1B0D9B145 -> 0xA93086761A5256D9
0xAF04C87F5DC1DF38 -> 0x9249636FC7C39D4E
0xD5A016BC3C09CF40 -> 0x85E5D15BEF0D5729
0x93B0FB27C9A04060 -> 0x9B4222807C02EA97
0x6E9C742F340CE5A2 -> 0xC4EFB6A96FD4EFD7
0x7DDAB28D31FAC363 -> 0x91B4AD1D4DC29903
0x5DDFE2FF727F3CA3 -> 0xFBCA098EF80BF743
0xF401B182DBA8AF53 -> 0x4346863EE8BA72C9
0x8217FD371A4625CF -> 0x36744B95210D42F1
0xEF56DBABD3CD4887 -> 0x075DB7D2217FB364
0x11D5F725F0E780E0 -> 0x19AD5DAD417BCFA5
0xDB89EF50FF25FCE9 -> 0x88727A27E3B839FB
0xB2C1A29588A9F47C -> 0xA63F8D074F8B9CCC
0xF297383AA91DCA29 -> 0x336C780EEEFE4E4B
0x477D5D63E63ECA5D -> 0xE441EC6EE6C2D7EB
0x19531C47A2ABD691 -> 0x901D1EF75879064F
0x9F343285A00B4BB6 -> 0x12DA514664871EF6
0xD2B315B6689D537D -> 0x6D60263A05C96638
0x4E9021C1FCDD507A -> 0x8C5A6ADF6443F447
0x690A61A6D13583F6 -> 0x350A856108B60663
0x9EDD76E87D5D51BA -> 0x0C6EAA9C8C5F5DEF
0xC54C95DA968EC5B5 -> 0x66117B1EC55B5EBF
0x749FADDF97DFE930 -> 0xA469C5AD8C24F418
0x9F7BBA2EA6372500 -> 0xEA5D9C006C560FD9
0x14D913B777DFF5DA -> 0xE476CC877BC9A8F2
0xED51733DC73AED51 -> 0xA2EE6F786076E852
0x1DD5897E2FA6E7C9 -> 0xB860F4AFA97C10B5
0xD705740BB0A1CF4C -> 0x3E3835DF64C89198
0x38D28DA81E4E9BF9 -> 0xAB323B9F1C14A371
0xBC0753C9CA14B506 -> 0xC6F8086A010484D8
0x5006D96C995A5827 -> 0x4FE49FEDDCD64C8F
0x4EC12697209F2196 -> 0x9D853DB5D733D846
0xD55DDFB47991A294 -> 0x9B9365DECA7A2186
0xFF300C7649724A0B -> 0xACF247587276E6A6
0xD9284A8C0D48352C -> 0x72C6BF7E92760C86
0x0F4CC924CF8C7B21 -> 0x9D9E4A289D56D86F
0x977DB4641F6FC3DB -> 0xE780FD323393FD9F
0x8753997EB5F6EE3F -> 0x0D69E64DE375CB27
0xDC80A4C2F18A2B64 -> 0x2EF9EFCC481A7ACA
0x10C54E4389C12B42 -> 0x0316E95AC57EF8C5
0xC142BE3BB9CE125F -> 0x77697330E776A628
0x2F7CEB6520288061 -> 0xC26A1D82C12EA0ED
0x5DC40A8869C22141 -> 0x3E79765546C3F18D
0x65FAEE425DE637B0 -> 0xFF41D96B9B26FACF
0x5501B7A5CDB79D37 -> 0xF3A652ECF892C066
0x56105E599CAB0EFA -> 0x1D9807FFF1FECF59
// namespace ENTITY
0x7239B21A38F536BA -> 0xD51CFE69539DB6D8
0xDDE6DF5AE89981D2 -> 0x4C5CA989AEF3A14C
0x060D6E96F8B8E48D -> 0x89924B2EE7CFDC4D
0xDA95EA3317CC5064 -> 0x79A9DD868F99D30E
